permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
/organization/sweigh,Sweigh,http://www.sweigh.com,Entertainment|Media|Social Media|Social Opinion Platform,1180000,operating,USA,NY,Long Island,Centerport,2,2013-10-01,2014-07-15,2015-08-15
/organization/saber-seven,Saber Seven,http://www.saberseven.com,Curated Web,4000000,closed,USA,NY,New York City,New York,1,,2009-08-20,2009-08-20
/organization/coeurative,Coeurative,,Biotechnology,120000,operating,USA,VA,Roanoke,Roanoke,1,2012-01-01,2013-05-20,2013-05-20
/organization/corporate360,Corporate360,http://www.corporate360.us/,B2B|Big Data|Enterprise Software|SaaS|Sales and Marketing,200000,operating,SGP,,Singapore,Singapore,1,2012-01-02,2015-01-22,2015-01-22
/organization/tomoguides,tomoguides,http://tomoguides.com,Blogging Platforms|Fashion|Utilities,-,closed,USA,WA,Seattle,Seattle,1,,2012-08-01,2012-08-01
/organization/red-5-studios,Red 5 Studios,http://red5studios.com,Games,41500000,operating,USA,CA,Anaheim,Aliso Viejo,2,2005-01-01,2006-12-11,2010-03-22
/organization/jasper-wireless,Jasper,http://www.jasper.com,Cloud Computing|Internet of Things|M2M|Mobile|SaaS,205300000,operating,USA,CA,SF Bay Area,Santa Clara,6,2004-01-01,2005-06-01,2014-04-16
/organization/tvibes,TVibes,http://www.tvibes.com,,825000,closed,,,,,1,2015-01-01,2015-01-01,2015-01-01
/organization/duel,Duel,http://www.duel.fm,Games|Mobile|Music|Social Media|Software,25000,closed,,,,,1,2012-04-01,2012-11-26,2012-11-26
/organization/tamarack,TamaracK,http://www.tamarackaero.com/,Transportation,16554200,operating,USA,ID,ID - Other,Sandpoint,1,2010-01-01,2015-01-16,2015-01-16
/organization/catchafire,Catchafire,http://www.catchafire.org,Curated Web|Internet|Nonprofits,2599984,operating,USA,NY,New York City,New York,2,2009-01-01,2010-05-20,2014-07-07
/organization/mi-tv,mi.tv,http://www.mi.tv,,458223.613614474,operating,SWE,26,Stockholm,Stockholm,3,2015-11-27,2015-11-25,2015-11-27
/organization/datamentors,DataMentors,http://www.datamentors.com,Data Integration|Data Mining|Software,-,operating,USA,FL,Tampa,Wesley Chapel,1,1998-01-01,2014-02-05,2014-02-05
/organization/shanghai-nouriz-dairy,Shanghai Nouriz Dairy,http://www.nouriz.com,Manufacturing,-,operating,,,,,1,,2012-01-01,2012-01-01
/organization/orphidia-2,"Orphidia, Inc.",http://orphidia.com/,Health Care|Health Care Information Technology|Healthcare Services,50000,closed,USA,CA,SF Bay Area,San Francisco,2,,2015-03-01,2015-10-21
/organization/guide-me-right,Guide Me Right,http://www.guidemeright.com,Bridging Online and Offline|Tourism|Travel & Tourism,345392,operating,ITA,14,Cagliari,Cagliari,4,2014-01-14,2014-03-03,2015-01-01
/organization/paloma-mobile,Paloma Mobile,,Mobile,1500000,operating,AUS,2,Sydney,Sydney,1,,2012-06-15,2012-06-15
/organization/outline,Outline,http://outline.com,Analytics|Finance|Politics,892000,closed,USA,MA,Boston,Cambridge,6,2011-08-23,2011-02-01,2013-09-09
/organization/moderna-therapeutics,Moderna Therapeutics,http://www.modernatx.com,Biotechnology,674600044,operating,USA,MA,Boston,Cambridge,5,2010-01-01,2012-12-06,2015-01-05
/organization/cashflowtuna-com,Cashflowtuna.com,http://www.cashflowtuna.com/,B2B,25000,operating,,,,,1,,2013-04-28,2013-04-28
/organization/pantheon,Pantheon,https://pantheon.io,Content|Enterprise Software|Web CMS|Web Development,32800000,operating,USA,CA,SF Bay Area,San Francisco,4,2010-09-01,2010-09-01,2014-05-15
/organization/vertra,Vertra,http://vertra.com,E-Commerce,420000,operating,USA,HI,Honolulu,Honolulu,2,2004-01-01,2010-05-05,2011-09-29
/organization/yourcall-tv,YourCall.tv,http://yourcall.tv,,-,closed,USA,GA,Atlanta,Atlanta,1,,2015-03-15,2015-03-15
/organization/socialbrowse,SocialBrowse,http://www.socialbrowse.com,Curated Web,-,closed,,,,,1,2008-01-01,2008-10-01,2008-10-01
/organization/muft-internet,Muft Internet,http://www.muftinternet.com,Computers|Design|Internet Service Providers,61895,closed,IND,16,Mumbai,Mumbai,1,2014-11-10,2014-12-10,2014-12-10
/organization/carbodeon-3,Carbodeon,http://www.carbodeon.net/index.php/en/,,-,closed,,,,,1,,2010-11-29,2010-11-29
/organization/fanconnect,FanCONNECT,http://www.getfanconnect.com,Loyalty Programs|Mobile Advertising|Mobile Coupons,500000,operating,USA,CA,Los Angeles,Westlake Village,1,2013-06-01,2014-12-31,2014-12-31
/organization/blue-ridge-networks,Blue Ridge Networks,http://blueridgenetworks.com,Curated Web,16680511,operating,USA,VA,"Washington, D.C.",Chantilly,3,1987-01-01,2001-10-12,2011-12-02
/organization/iterasi,Iterasi,http://www.iterasi.com,Enterprise Software,1200000,operating,USA,OR,"Portland, Oregon",Portland,1,2007-05-01,2007-11-01,2007-11-01
/organization/proxy-technologies,Proxy Technologies,http://www.proxyaviation.com,Software,3228023,operating,USA,VA,"Washington, D.C.",Reston,4,2003-01-01,2009-07-30,2015-07-16
/organization/tiendeo,Tiendeo,http://www.tiendeo.com,Advertising|Internet|Sales and Marketing,1111811.99918897,operating,ESP,56,Barcelona,Barcelona,3,2010-01-01,2011-10-01,2013-10-01
/organization/pushtotest,PushToTest,http://www.appvance.com,Internet|Open Source|Software|Testing,-,operating,USA,CA,SF Bay Area,Campbell,1,2006-01-01,2013-02-01,2013-02-01
/organization/catalytic-2,Catalytic,http://www.catalyticinc.com/,Application Platforms|Development Platforms,6000000,closed,USA,CA,SF Bay Area,Palo Alto,1,,2004-02-17,2004-02-17
/organization/broadersheet,Broadersheet,http://www.broadersheet.com,News,-,closed,GBR,C3,London,Cambridge,1,2009-01-01,2009-01-01,2009-01-01
/organization/sonda41,Sonda41,http://www.sonda41.com,Analytics|Machine Learning|Natural Language Processing|Opinions|Reviews and Recommendations|SaaS|Social Media|Social Media Monitoring,-,closed,USA,CA,SF Bay Area,Sunnyvale,1,2012-06-08,2012-06-01,2012-06-01
/organization/brandid,BRANDiD - Shop. Like a Man.,https://www.getbrandid.com,Fashion|Marketplaces|Mobile Commerce,2312671,operating,GBR,H9,London,London,3,2013-01-01,2012-08-16,2014-09-25
/organization/kohort,Kohort,http://www.kohort.com,Social Media,3000000,closed,USA,NY,New York City,New York,1,2011-01-01,2011-04-04,2011-04-04
/organization/pilot-ai-labs,Pilot AI Labs,http://www.pilot.ai,Artificial Intelligence|Augmented Reality|Computer Vision|Drones|Machine Learning,-,closed,,,,,1,2015-01-01,2015-11-12,2015-11-12
/organization/quotationsbook,Quotations Book,http://quotationsbook.com,Curated Web,-,operating,GBR,H9,London,London,1,2007-02-01,2007-01-01,2007-01-01
/organization/concordia-healthcare,Concordia Healthcare,http://concordiapharma.ca,Health and Wellness,72658074,closed,CAN,ON,Toronto,Oakville,2,,2013-12-30,2014-03-11
/organization/acell,ACell,http://acell.com,Health and Wellness,8700000,operating,USA,MD,Baltimore,Columbia,1,1999-01-01,2011-04-26,2011-04-26
/organization/population-diagnostics,Population Diagnostics,http://populationdiagnostics.com,Biotechnology|Health Diagnostics,5360344,operating,USA,NY,Long Island,Melville,1,,2011-08-29,2011-08-29
/organization/shantiniketan-incorporated,ShantiNiketan Inc.,http://www.shantiniketan-us.com,Retirement,3100000,closed,USA,FL,Orlando,Tavares,2,2011-01-21,2008-08-01,2011-05-01
/organization/inty,IntY,http://intycascade.com,Web Hosting,-,operating,USA,FL,Palm Beaches,Boca Raton,1,1997-01-01,2012-07-01,2012-07-01
/organization/empow-studios,Empow Studios,http://empow.me/,EdTech|Education|Educational Games,18000,operating,USA,MA,Boston,Lexington,1,2013-01-01,2013-06-01,2013-06-01
/organization/bluecava,BlueCava,http://www.bluecava.com,Advertising|Software,51745818,operating,USA,CA,Anaheim,Irvine,8,2010-07-01,2010-10-18,2015-09-02
/organization/alicanto,Alicanto,http://alicanto.com,Advertising|Collaboration|Sales and Marketing,4000000,operating,USA,CA,SF Bay Area,Palo Alto,1,2011-08-01,2012-04-29,2012-04-29
/organization/motion-pt-holdings,Motion PT Holdings,,Fitness|Service Providers|Therapeutics,30736562,closed,,,,,1,1995-01-01,2015-07-08,2015-07-08
/organization/almanapp,Almanapp,http://www.almanapp.nl,Apps|Mobile|Software,126457.421786085,operating,NLD,4,Groningen,Groningen,1,2012-01-01,2014-10-01,2014-10-01
/organization/gsi-global-social-intelligence,GSI - GLOBAL SOCIAL INTELLIGENCE,http://www.gsintell.com,Apps|Data Integration|Technology,18710,closed,,,,,1,2014-10-01,2014-11-28,2014-11-28
/organization/ogplanet,OGPlanet,http://ogplanet.com,Games,1500000,operating,USA,CA,Los Angeles,El Segundo,2,2005-01-01,2006-10-30,2008-07-17
/organization/transwitch,TranSwitch,http://www.transwitch.com,Semiconductors,2729500,closed,USA,CT,Hartford,Shelton,2,1988-01-01,2013-08-22,2013-09-03
/organization/cashplay-co,Cashplay,http://www.cashplay.co,Games|Monetization|Skill Gaming|Technology,5000000,operating,CZE,52,Prague,Prague,2,2011-01-01,2014-05-25,2014-09-25
/organization/zoomy,Zoomy,http://zoomy.co.nz,Travel,-,operating,NZL,E7,Auckland,Auckland,1,2013-01-01,2014-01-23,2014-01-23
/organization/novalys,Novalys,http://www.novalys.net,Software,2640000,operating,FRA,B4,Boulogne,Boulogne,1,1998-01-01,2007-01-01,2007-01-01
/organization/burning-sky-software,Burning Sky Software,http://www.burningskysoftware.com,Cloud Computing|Internet of Things|Social Media|Social Network Media|Software,1500000,closed,USA,PA,Philadelphia,Downingtown,1,2009-06-01,2010-01-07,2010-01-07
/organization/greencloud-technologies,Greencloud Technologies,http://www.gogreencloud.com,Enterprise Software,20896797,operating,USA,SC,Greenville - Spartanburg,Greenville,7,2011-09-01,2011-09-01,2015-11-11
/organization/vidgyor,Vidgyor,http://vidgyor.com/,Software,500000,operating,IND,19,Bangalore,Bangalore,1,2013-01-01,2015-06-20,2015-06-20
/organization/kaymu-pk,Kaymu.pk,http://www.kaymu.pk,E-Commerce,-,operating,PAK,4,Lahore,Lahore,1,2013-09-01,2014-09-01,2014-09-01
/organization/tango-networks,Tango Networks,http://www.tango-networks.com,Mobile,37479368,operating,USA,TX,Dallas,Frisco,4,2005-01-01,2007-02-08,2012-04-17
/organization/twof,TwoF,http://www.molecularstamping.com,Biotechnology,2148399,closed,USA,CA,SF Bay Area,San Mateo,1,2005-11-01,2010-02-08,2010-02-08
/organization/kin-housing,Kin housing,http://www.kinhousing.com,Investment Management|Professional Services|Real Estate,300000,closed,IND,19,Bangalore,Bangalore,1,2013-11-19,2013-11-25,2013-11-25
/organization/cians-analytics,Cians Analytics,http://www.ciansanalytics.com,Analytics|Business Services|Finance|Outsourcing,2000000,operating,IND,10,New Delhi,Gurgaon,1,2009-09-01,2009-09-01,2009-09-01
/organization/qualilife,QualiLife,http://www.qualilife.com,Software,692000,closed,,,,,1,,2008-05-21,2008-05-21
/organization/marketocracy,Marketocracy,http://www.marketocracy.com,Finance,16250000,operating,USA,CA,SF Bay Area,San Mateo,2,2000-01-01,2007-02-19,2012-10-01
/organization/arkansas-science-technology-authority,Arkansas Science & Technology Authority,http://asta.ar.gov,Business Services|Finance Technology|FinTech|Innovation Engineering,3000000,operating,USA,AR,Little Rock,Little Rock,1,1983-01-01,2014-08-05,2014-08-05
/organization/bitcoin-brothers,Bitcoin Brothers,http://bitcoinbrothers.de,Bitcoin|Cloud Computing|Enterprise Hardware,394104,operating,DEU,16,,,1,2013-05-01,2013-05-01,2013-05-01
/organization/sizz,Sizz,http://www.sizz.nl/,,-,closed,,,,,1,2011-01-01,2011-01-01,2011-01-01
/organization/the-arena-group,The Arena Group,http://www.arenagroup.com,Event Management|Service Providers,25940249,operating,,,,,1,,2012-02-14,2012-02-14
/organization/connectloud,Connectloud,http://www.connectloud.com,Software,3850000,operating,USA,TX,Dallas,Dallas,2,2013-01-01,2013-03-13,2014-01-14
/organization/thoughtworks,Thoughtworks,http://www.thoughtworks.com,Consulting|Software,28000000,operating,USA,IL,Chicago,Chicago,1,1993-01-01,2000-10-11,2000-10-11
/organization/passare-com,"Passare, Inc.",http://www.passare.com,Software,6000000,operating,USA,CA,SF Bay Area,San Francisco,1,2012-11-01,2014-06-24,2014-06-24
/organization/i-tech-2,i-Tech,http://itech.wanye.cc/,,-,closed,,,,,1,,2010-08-08,2010-08-08
/organization/wututu,Wututu,http://www.wututu.com/en,Hardware + Software|Image Recognition|Technology,-,closed,ESP,56,Barcelona,Barcelona,1,,2009-10-01,2009-10-01
/organization/jukely,Jukely,http://jukely.com,Concerts|iPhone|Music|Music Services,11300000,operating,USA,NY,New York City,New York,4,2012-10-01,2013-07-10,2015-04-28
/organization/hopscot-ch,Hopscot.ch,http://www.hopscot.ch,Messaging|Video Chat,50000,closed,USA,WI,Milwaukee,Milwaukee,1,2010-12-09,2011-01-01,2011-01-01
/organization/equinext,Equinext,http://equinext.net,Hardware + Software,985003,operating,USA,KY,Lexington,Lexington,2,2011-01-01,2011-12-01,2013-12-04
/organization/cinnabid,CinnaBid,http://cinnabid.com,Coupons|Curated Web|Discounts|Local,30000,closed,USA,FL,Tampa,St. Petersburg,2,2010-09-03,2010-09-03,2010-10-15
/organization/rudder,Rudder,http://techcrunch.com/2010/11/05/deadpool-friday-hirehive-sellit-and-rudder-bite-the-dust/,Finance,2000000,closed,USA,TX,Houston,Houston,1,2006-10-01,2008-01-15,2008-01-15
/organization/kidos,Kidos,http://kidoscomputer.com,Education|Games|Kids|Systems,200000,operating,USA,NY,New York City,Brooklyn,1,2011-11-25,2009-04-01,2009-04-01
/organization/buysimple,BuySimple,http://www.buysimple.com,E-Commerce,700000,closed,USA,CA,SF Bay Area,Palo Alto,1,2011-01-01,2011-05-31,2011-05-31
/organization/exploride-inc,Exploride,http://get.exploride.com/,Automotive,596301,operating,USA,MD,Baltimore,Columbia,2,2014-08-15,2015-01-01,2015-10-05
/organization/neon-concierge,NEON Concierge,http://www.neonconcierge.com,Hospitality|Hotels|Software,135000,closed,USA,CA,SF Bay Area,Cupertino,1,2013-06-01,2013-06-01,2013-06-01
/organization/weifang-pharmaceutical-factory-co-ltd,Weifang Pharmaceutical Factory,http://www.weifangpharm.com,Pharmaceuticals,3010248,operating,CHN,25,CHN - Other,Weifang,1,2014-01-01,2009-10-01,2009-10-01
/organization/element-financial-corporation,Element Financial Corporation,http://elementfinancial.ca,Finance,125000000,closed,CAN,ON,Toronto,Toronto,1,2007-01-01,2014-03-07,2014-03-07
/organization/ooyyo,OOYYO,http://www.ooyyo.com,Cars|Search|Vertical Search,-,operating,USA,DE,"Wilmington, Delaware",Newark,1,2009-05-13,2014-08-01,2014-08-01
/organization/productify,Productify,http://www.productify.com,Cloud Computing|E-Commerce|Enterprise Software|SaaS,600000,operating,AUS,2,Sydney,Sydney,1,2012-06-01,2014-05-01,2014-05-01
/organization/creator-up,CreatorUp!,http://creatorup.com,Education,-,operating,USA,CA,Los Angeles,Los Angeles,1,2012-09-01,2013-08-15,2013-08-15
